,dt,exchangetimestamp,product,openinterest,clearedvolume
5423,2019-02-04,2019-02-04 09:22:06.776879355 America/New_York,ESH0,2081,0
5424,2019-02-04,2019-02-04 09:22:06.776879355 America/New_York,ESH9,2548101,1469597
5425,2019-02-04,2019-02-04 09:22:06.776879355 America/New_York,ESM9,79879,5645
5426,2019-02-04,2019-02-04 09:22:06.776879355 America/New_York,ESU9,2979,61
5427,2019-02-04,2019-02-04 09:22:06.776879355 America/New_York,ESZ9,329,1
5428,2019-02-05,2019-02-04 21:47:45.820950627 America/New_York,ESH0,2081,0
5429,2019-02-05,2019-02-04 21:47:45.820950627 America/New_York,ESH9,2554024,1024581
5430,2019-02-05,2019-02-04 21:47:45.820950627 America/New_York,ESM9,85418,7528
5431,2019-02-05,2019-02-04 21:47:45.820950627 America/New_York,ESU9,3007,41
5432,2019-02-05,2019-02-04 21:47:45.820950627 America/New_York,ESZ9,330,1
5433,2019-02-05,2019-02-05 10:12:35.422463275 America/New_York,ESH0,2081,0
5434,2019-02-05,2019-02-05 10:12:35.422463275 America/New_York,ESH9,2550279,1024581
5435,2019-02-05,2019-02-05 10:12:35.422463275 America/New_York,ESM9,85418,7528
5436,2019-02-05,2019-02-05 10:12:35.422463275 America/New_York,ESU9,2986,41
5437,2019-02-05,2019-02-05 10:12:35.422463275 America/New_York,ESZ9,330,1
5438,2019-02-06,2019-02-05 21:05:54.923271827 America/New_York,ESH0,2081,12
5439,2019-02-06,2019-02-05 21:05:54.923271827 America/New_York,ESH9,2563156,1225737
5440,2019-02-06,2019-02-05 21:05:54.923271827 America/New_York,ESM9,87257,4814
5441,2019-02-06,2019-02-05 21:05:54.923271827 America/New_York,ESU9,2993,49
5442,2019-02-06,2019-02-05 21:05:54.923271827 America/New_York,ESZ9,330,1
5443,2019-02-06,2019-02-06 09:20:09.408377401 America/New_York,ESH0,2081,12
5444,2019-02-06,2019-02-06 09:20:09.408377401 America/New_York,ESH9,2560529,1225737
5445,2019-02-06,2019-02-06 09:20:09.408377401 America/New_York,ESM9,87107,4814
5446,2019-02-06,2019-02-06 09:20:09.408377401 America/New_York,ESU9,2993,49
5447,2019-02-06,2019-02-06 09:20:09.408377401 America/New_York,ESZ9,330,1
5448,2019-02-07,2019-02-06 20:59:38.913952567 America/New_York,ESH0,2081,0
5449,2019-02-07,2019-02-06 20:59:38.913952567 America/New_York,ESH9,2555695,1196377
5450,2019-02-07,2019-02-06 20:59:38.913952567 America/New_York,ESM9,87323,2009
5451,2019-02-07,2019-02-06 20:59:38.913952567 America/New_York,ESU9,3190,222
5452,2019-02-07,2019-02-06 20:59:38.913952567 America/New_York,ESZ9,353,25
5453,2019-02-07,2019-02-07 09:20:08.404694953 America/New_York,ESH0,2081,0
5454,2019-02-07,2019-02-07 09:20:08.404694953 America/New_York,ESH9,2553848,1196377
5455,2019-02-07,2019-02-07 09:20:08.404694953 America/New_York,ESM9,87323,2009
5456,2019-02-07,2019-02-07 09:20:08.404694953 America/New_York,ESU9,3190,222
5457,2019-02-07,2019-02-07 09:20:08.404694953 America/New_York,ESZ9,353,25
5458,2019-02-08,2019-02-07 21:25:28.739619649 America/New_York,ESH0,2081,0
5459,2019-02-08,2019-02-07 21:25:28.739619649 America/New_York,ESH9,2538549,1921663
5460,2019-02-08,2019-02-07 21:25:28.739619649 America/New_York,ESM9,89239,5654
5461,2019-02-08,2019-02-07 21:25:28.739619649 America/New_York,ESU9,3012,378
5462,2019-02-08,2019-02-07 21:25:28.739619649 America/New_York,ESZ9,353,1
5463,2019-02-08,2019-02-08 09:19:35.457002721 America/New_York,ESH0,2081,0
5464,2019-02-08,2019-02-08 09:19:35.457002721 America/New_York,ESH9,2537472,1921663
5465,2019-02-08,2019-02-08 09:19:35.457002721 America/New_York,ESM9,89237,5654
5466,2019-02-08,2019-02-08 09:19:35.457002721 America/New_York,ESU9,3012,378
5467,2019-02-08,2019-02-08 09:19:35.457002721 America/New_York,ESZ9,353,1
5468,2019-02-11,2019-02-11 09:19:58.960083417 America/New_York,ESH0,2080,3
5469,2019-02-11,2019-02-11 09:19:58.960083417 America/New_York,ESH9,2525951,1579544
5470,2019-02-11,2019-02-11 09:19:58.960083417 America/New_York,ESM9,93470,6597
5471,2019-02-11,2019-02-11 09:19:58.960083417 America/New_York,ESU9,3014,68
5472,2019-02-11,2019-02-11 09:19:58.960083417 America/New_York,ESZ9,354,2
5473,2019-02-12,2019-02-11 21:22:41.608943679 America/New_York,ESH0,2080,0
5474,2019-02-12,2019-02-11 21:22:41.608943679 America/New_York,ESH9,2529761,1110070
5475,2019-02-12,2019-02-11 21:22:41.608943679 America/New_York,ESM9,96692,3591
5476,2019-02-12,2019-02-11 21:22:41.608943679 America/New_York,ESU9,3353,285
5477,2019-02-12,2019-02-11 21:22:41.608943679 America/New_York,ESZ9,460,0
5478,2019-02-12,2019-02-12 09:20:10.275062025 America/New_York,ESH0,2080,0
5479,2019-02-12,2019-02-12 09:20:10.275062025 America/New_York,ESH9,2522343,1110070
5480,2019-02-12,2019-02-12 09:20:10.275062025 America/New_York,ESM9,96693,3591
5481,2019-02-12,2019-02-12 09:20:10.275062025 America/New_York,ESU9,3274,285
5482,2019-02-12,2019-02-12 09:20:10.275062025 America/New_York,ESZ9,460,0
5483,2019-02-13,2019-02-12 21:35:27.962504089 America/New_York,ESH0,2080,0
5484,2019-02-13,2019-02-12 21:35:27.962504089 America/New_York,ESH9,2541312,1307152
5485,2019-02-13,2019-02-12 21:35:27.962504089 America/New_York,ESM9,100844,7775
5486,2019-02-13,2019-02-12 21:35:27.962504089 America/New_York,ESU9,3307,61
5487,2019-02-13,2019-02-12 21:35:27.962504089 America/New_York,ESZ9,462,2
5488,2019-02-13,2019-02-13 09:19:31.767285377 America/New_York,ESH0,2080,0
5489,2019-02-13,2019-02-13 09:19:31.767285377 America/New_York,ESH9,2539160,1307152
5490,2019-02-13,2019-02-13 09:19:31.767285377 America/New_York,ESM9,100801,7775
5491,2019-02-13,2019-02-13 09:19:31.767285377 America/New_York,ESU9,3285,61
5492,2019-02-13,2019-02-13 09:19:31.767285377 America/New_York,ESZ9,462,2
5493,2019-02-14,2019-02-13 21:27:57.220869087 America/New_York,ESH0,2080,0
5494,2019-02-14,2019-02-13 21:27:57.220869087 America/New_York,ESH9,2528540,1209879
5495,2019-02-14,2019-02-13 21:27:57.220869087 America/New_York,ESM9,103425,7227
5496,2019-02-14,2019-02-13 21:27:57.220869087 America/New_York,ESU9,3474,360
5497,2019-02-14,2019-02-13 21:27:57.220869087 America/New_York,ESZ9,461,1
5498,2019-02-14,2019-02-14 09:19:20.869521067 America/New_York,ESH0,2080,0
5499,2019-02-14,2019-02-14 09:19:20.869521067 America/New_York,ESH9,2527128,1209879
5500,2019-02-14,2019-02-14 09:19:20.869521067 America/New_York,ESM9,103425,7227
5501,2019-02-14,2019-02-14 09:19:20.869521067 America/New_York,ESU9,3474,360
5502,2019-02-14,2019-02-14 09:19:20.869521067 America/New_York,ESZ9,461,1
5503,2019-02-15,2019-02-14 21:23:56.674006463 America/New_York,ESH0,2080,0
5504,2019-02-15,2019-02-14 21:23:56.674006463 America/New_York,ESH9,2531903,1679091
5505,2019-02-15,2019-02-14 21:23:56.674006463 America/New_York,ESM9,104678,3390
5506,2019-02-15,2019-02-14 21:23:56.674006463 America/New_York,ESU9,3474,17
5507,2019-02-15,2019-02-14 21:23:56.674006463 America/New_York,ESZ9,461,0
5508,2019-02-15,2019-02-15 09:19:14.419800185 America/New_York,ESH0,2080,0
5509,2019-02-15,2019-02-15 09:19:14.419800185 America/New_York,ESH9,2528174,1679091
5510,2019-02-15,2019-02-15 09:19:14.419800185 America/New_York,ESM9,104678,3390
5511,2019-02-15,2019-02-15 09:19:14.419800185 America/New_York,ESU9,3474,17
5512,2019-02-15,2019-02-15 09:19:14.419800185 America/New_York,ESZ9,461,0
5513,2019-02-17,2019-02-17 13:30:21.176964275 America/New_York,ESH0,2080,5
5514,2019-02-17,2019-02-17 13:30:21.176964275 America/New_York,ESH9,2507004,1518783
5515,2019-02-17,2019-02-17 13:30:21.176964275 America/New_York,ESM9,106729,10428
5516,2019-02-17,2019-02-17 13:30:21.176964275 America/New_York,ESU9,3549,47
5517,2019-02-17,2019-02-17 13:30:21.176964275 America/New_York,ESZ9,462,1
5518,2019-02-19,2019-02-19 09:20:01.591536343 America/New_York,ESH0,2080,5
5519,2019-02-19,2019-02-19 09:20:01.591536343 America/New_York,ESH9,2507004,1518783
5520,2019-02-19,2019-02-19 09:20:01.591536343 America/New_York,ESM9,106729,10428
5521,2019-02-19,2019-02-19 09:20:01.591536343 America/New_York,ESU9,3549,47
5522,2019-02-19,2019-02-19 09:20:01.591536343 America/New_York,ESZ9,462,1
5523,2019-02-20,2019-02-19 21:16:03.455221541 America/New_York,ESH0,2081,2
5524,2019-02-20,2019-02-19 21:16:03.455221541 America/New_York,ESH9,2523203,1198092
5525,2019-02-20,2019-02-19 21:16:03.455221541 America/New_York,ESM9,110035,6050
5526,2019-02-20,2019-02-19 21:16:03.455221541 America/New_York,ESU9,3491,98
5527,2019-02-20,2019-02-19 21:16:03.455221541 America/New_York,ESZ9,468,72
5528,2019-02-20,2019-02-20 09:18:49.622609891 America/New_York,ESH0,2081,2
5529,2019-02-20,2019-02-20 09:18:49.622609891 America/New_York,ESH9,2512167,1198092
5530,2019-02-20,2019-02-20 09:18:49.622609891 America/New_York,ESM9,110033,6050
5531,2019-02-20,2019-02-20 09:18:49.622609891 America/New_York,ESU9,3491,98
5532,2019-02-20,2019-02-20 09:18:49.622609891 America/New_York,ESZ9,468,72
5533,2019-02-21,2019-02-20 21:23:10.439037055 America/New_York,ESH0,2081,13
5534,2019-02-21,2019-02-20 21:23:10.439037055 America/New_York,ESH9,2497100,1284923
5535,2019-02-21,2019-02-20 21:23:10.439037055 America/New_York,ESM9,113923,6072
5536,2019-02-21,2019-02-20 21:23:10.439037055 America/New_York,ESU9,3609,78
5537,2019-02-21,2019-02-20 21:23:10.439037055 America/New_York,ESZ9,466,2
5538,2019-02-21,2019-02-21 09:19:31.293019623 America/New_York,ESH0,2081,13
5539,2019-02-21,2019-02-21 09:19:31.293019623 America/New_York,ESH9,2489011,1284923
5540,2019-02-21,2019-02-21 09:19:31.293019623 America/New_York,ESM9,113923,6072
5541,2019-02-21,2019-02-21 09:19:31.293019623 America/New_York,ESU9,3499,78
5542,2019-02-21,2019-02-21 09:19:31.293019623 America/New_York,ESZ9,464,2
5543,2019-02-22,2019-02-21 21:52:21.341533005 America/New_York,ESH0,2081,0
5544,2019-02-22,2019-02-21 21:52:21.341533005 America/New_York,ESH9,2516834,1426061
5545,2019-02-22,2019-02-21 21:52:21.341533005 America/New_York,ESM9,112579,21606
5546,2019-02-22,2019-02-21 21:52:21.341533005 America/New_York,ESU9,3515,34
5547,2019-02-22,2019-02-21 21:52:21.341533005 America/New_York,ESZ9,465,13
5548,2019-02-22,2019-02-22 09:19:44.750585913 America/New_York,ESH0,2081,0
5549,2019-02-22,2019-02-22 09:19:44.750585913 America/New_York,ESH9,2512525,1426061
5550,2019-02-22,2019-02-22 09:19:44.750585913 America/New_York,ESM9,112557,21606
5551,2019-02-22,2019-02-22 09:19:44.750585913 America/New_York,ESU9,3515,34
5552,2019-02-22,2019-02-22 09:19:44.750585913 America/New_York,ESZ9,465,13
5553,2019-02-25,2019-02-25 09:21:16.793445573 America/New_York,ESH0,2081,0
5554,2019-02-25,2019-02-25 09:21:16.793445573 America/New_York,ESH9,2504698,1190834
5555,2019-02-25,2019-02-25 09:21:16.793445573 America/New_York,ESM9,111698,10941
5556,2019-02-25,2019-02-25 09:21:16.793445573 America/New_York,ESU9,3630,336
5557,2019-02-25,2019-02-25 09:21:16.793445573 America/New_York,ESZ9,485,21
5558,2019-02-26,2019-02-25 22:22:09.136818193 America/New_York,ESH0,2081,2
5559,2019-02-26,2019-02-25 22:22:09.136818193 America/New_York,ESH9,2537162,1256092
5560,2019-02-26,2019-02-25 22:22:09.136818193 America/New_York,ESM9,122672,24900
5561,2019-02-26,2019-02-25 22:22:09.136818193 America/New_York,ESU9,3674,158
5562,2019-02-26,2019-02-25 22:22:09.136818193 America/New_York,ESZ9,484,7
5563,2019-02-26,2019-02-26 09:19:07.342082493 America/New_York,ESH0,2081,2
5564,2019-02-26,2019-02-26 09:19:07.342082493 America/New_York,ESH9,2536237,1256092
5565,2019-02-26,2019-02-26 09:19:07.342082493 America/New_York,ESM9,121820,24900
5566,2019-02-26,2019-02-26 09:19:07.342082493 America/New_York,ESU9,3674,158
5567,2019-02-26,2019-02-26 09:19:07.342082493 America/New_York,ESZ9,484,7
5568,2019-02-27,2019-02-26 22:03:30.456765875 America/New_York,ESH0,2081,0
5569,2019-02-27,2019-02-26 22:03:30.456765875 America/New_York,ESH9,2564241,1201641
5570,2019-02-27,2019-02-26 22:03:30.456765875 America/New_York,ESM9,128955,19661
5571,2019-02-27,2019-02-26 22:03:30.456765875 America/New_York,ESU9,3911,292
5572,2019-02-27,2019-02-26 22:03:30.456765875 America/New_York,ESZ9,487,11
5573,2019-02-27,2019-02-27 09:51:55.129768797 America/New_York,ESH0,2081,0
5574,2019-02-27,2019-02-27 09:51:55.129768797 America/New_York,ESH9,2563644,1201641
5575,2019-02-27,2019-02-27 09:51:55.129768797 America/New_York,ESM9,129300,19661
5576,2019-02-27,2019-02-27 09:51:55.129768797 America/New_York,ESU9,3907,292
5577,2019-02-27,2019-02-27 09:51:55.129768797 America/New_York,ESZ9,487,11
5578,2019-02-28,2019-02-27 21:51:32.189774305 America/New_York,ESH0,2081,0
5579,2019-02-28,2019-02-27 21:51:32.189774305 America/New_York,ESH9,2552790,1138855
5580,2019-02-28,2019-02-27 21:51:32.189774305 America/New_York,ESM9,136394,11798
5581,2019-02-28,2019-02-27 21:51:32.189774305 America/New_York,ESU9,3962,144
5582,2019-02-28,2019-02-27 21:51:32.189774305 America/New_York,ESZ9,487,89
5583,2019-02-28,2019-02-28 09:30:19.025113083 America/New_York,ESH0,2081,0
5584,2019-02-28,2019-02-28 09:30:19.025113083 America/New_York,ESH9,2550763,1138855
5585,2019-02-28,2019-02-28 09:30:19.025113083 America/New_York,ESM9,136420,11798
5586,2019-02-28,2019-02-28 09:30:19.025113083 America/New_York,ESU9,3938,144
5587,2019-02-28,2019-02-28 09:30:19.025113083 America/New_York,ESZ9,487,89
5588,2019-03-01,2019-02-28 21:51:17.040005267 America/New_York,ESH0,2081,0
5589,2019-03-01,2019-02-28 21:51:17.040005267 America/New_York,ESH9,2539454,1360457
5590,2019-03-01,2019-02-28 21:51:17.040005267 America/New_York,ESM9,144291,22800
5591,2019-03-01,2019-02-28 21:51:17.040005267 America/New_York,ESU9,3957,58
5592,2019-03-01,2019-02-28 21:51:17.040005267 America/New_York,ESZ9,487,0
5593,2019-03-01,2019-03-01 09:19:11.781019657 America/New_York,ESH0,2081,0
5594,2019-03-01,2019-03-01 09:19:11.781019657 America/New_York,ESH9,2531494,1360457
5595,2019-03-01,2019-03-01 09:19:11.781019657 America/New_York,ESM9,142863,22800
5596,2019-03-01,2019-03-01 09:19:11.781019657 America/New_York,ESU9,3957,58
5597,2019-03-01,2019-03-01 09:19:11.781019657 America/New_York,ESZ9,487,0
5598,2019-03-04,2019-03-04 09:19:28.389717401 America/New_York,ESH0,2081,0
5599,2019-03-04,2019-03-04 09:19:28.389717401 America/New_York,ESH9,2510357,1265597
5600,2019-03-04,2019-03-04 09:19:28.389717401 America/New_York,ESM9,149338,19034
5601,2019-03-04,2019-03-04 09:19:28.389717401 America/New_York,ESU9,3979,124
5602,2019-03-04,2019-03-04 09:19:28.389717401 America/New_York,ESZ9,489,16
5603,2019-03-05,2019-03-04 21:40:45.125351041 America/New_York,ESH0,2084,13
5604,2019-03-05,2019-03-04 21:40:45.125351041 America/New_York,ESH9,2445886,1791972
5605,2019-03-05,2019-03-04 21:40:45.125351041 America/New_York,ESM9,166996,49700
5606,2019-03-05,2019-03-04 21:40:45.125351041 America/New_York,ESU9,4085,377
5607,2019-03-05,2019-03-04 21:40:45.125351041 America/New_York,ESZ9,703,17
5608,2019-03-05,2019-03-05 09:19:19.137495547 America/New_York,ESH0,2084,13
5609,2019-03-05,2019-03-05 09:19:19.137495547 America/New_York,ESH9,2442313,1791972
5610,2019-03-05,2019-03-05 09:19:19.137495547 America/New_York,ESM9,166489,49700
5611,2019-03-05,2019-03-05 09:19:19.137495547 America/New_York,ESU9,4085,377
5612,2019-03-05,2019-03-05 09:19:19.137495547 America/New_York,ESZ9,703,17
5613,2019-03-06,2019-03-05 21:39:28.643285081 America/New_York,ESH0,2084,0
5614,2019-03-06,2019-03-05 21:39:28.643285081 America/New_York,ESH9,2424067,1203448
5615,2019-03-06,2019-03-05 21:39:28.643285081 America/New_York,ESM9,191497,71164
5616,2019-03-06,2019-03-05 21:39:28.643285081 America/New_York,ESU9,6597,3068
5617,2019-03-06,2019-03-05 21:39:28.643285081 America/New_York,ESZ9,703,0
5618,2019-03-06,2019-03-06 09:18:57.748839467 America/New_York,ESH0,2084,0
5619,2019-03-06,2019-03-06 09:18:57.748839467 America/New_York,ESH9,2422694,1203448
5620,2019-03-06,2019-03-06 09:18:57.748839467 America/New_York,ESM9,191493,71164
5621,2019-03-06,2019-03-06 09:18:57.748839467 America/New_York,ESU9,6597,3068
5622,2019-03-06,2019-03-06 09:18:57.748839467 America/New_York,ESZ9,703,0
5623,2019-03-07,2019-03-06 20:58:42.462958187 America/New_York,ESH0,2084,0
5624,2019-03-07,2019-03-06 20:58:42.462958187 America/New_York,ESH9,2390164,1509846
5625,2019-03-07,2019-03-06 20:58:42.462958187 America/New_York,ESM9,275230,167550
5626,2019-03-07,2019-03-06 20:58:42.462958187 America/New_York,ESU9,6788,483
5627,2019-03-07,2019-03-06 20:58:42.462958187 America/New_York,ESZ9,701,2
5628,2019-03-07,2019-03-07 09:20:42.956850275 America/New_York,ESH0,2084,0
5629,2019-03-07,2019-03-07 09:20:42.956850275 America/New_York,ESH9,2384998,1509846
5630,2019-03-07,2019-03-07 09:20:42.956850275 America/New_York,ESM9,275208,167550
5631,2019-03-07,2019-03-07 09:20:42.956850275 America/New_York,ESU9,6788,483
5632,2019-03-07,2019-03-07 09:20:42.956850275 America/New_York,ESZ9,701,2
5633,2019-03-08,2019-03-07 21:04:14.992321617 America/New_York,ESH0,2084,0
5634,2019-03-08,2019-03-07 21:04:14.992321617 America/New_York,ESH9,2155757,1919820
5635,2019-03-08,2019-03-07 21:04:14.992321617 America/New_York,ESM9,528486,652144
5636,2019-03-08,2019-03-07 21:04:14.992321617 America/New_York,ESU9,6892,588
5637,2019-03-08,2019-03-07 21:04:14.992321617 America/New_York,ESZ9,701,1
5638,2019-03-08,2019-03-08 09:19:04.610630125 America/New_York,ESH0,2084,0
5639,2019-03-08,2019-03-08 09:19:04.610630125 America/New_York,ESH9,2150551,1919820
5640,2019-03-08,2019-03-08 09:19:04.610630125 America/New_York,ESM9,527589,652144
5641,2019-03-08,2019-03-08 09:19:04.610630125 America/New_York,ESU9,6892,588
5642,2019-03-08,2019-03-08 09:19:04.610630125 America/New_York,ESZ9,701,1
5643,2019-03-11,2019-03-11 09:21:51.341584689 America/New_York,ESH0,2082,2
5644,2019-03-11,2019-03-11 09:21:51.341584689 America/New_York,ESH9,1845426,1380324
5645,2019-03-11,2019-03-11 09:21:51.341584689 America/New_York,ESM9,920520,1531907
5646,2019-03-11,2019-03-11 09:21:51.341584689 America/New_York,ESU9,7261,779
5647,2019-03-11,2019-03-11 09:21:51.341584689 America/New_York,ESZ9,710,21
5648,2019-03-12,2019-03-11 21:44:50.944514797 America/New_York,ESH0,2082,0
5649,2019-03-12,2019-03-11 21:44:50.944514797 America/New_York,ESH9,1275270,1300372
5650,2019-03-12,2019-03-11 21:44:50.944514797 America/New_York,ESM9,1559012,1943336
5651,2019-03-12,2019-03-11 21:44:50.944514797 America/New_York,ESU9,7458,750
5652,2019-03-12,2019-03-11 21:44:50.944514797 America/New_York,ESZ9,710,2
5653,2019-03-12,2019-03-12 09:38:52.006718219 America/New_York,ESH0,2082,0
5654,2019-03-12,2019-03-12 09:38:52.006718219 America/New_York,ESH9,1235923,1300372
5655,2019-03-12,2019-03-12 09:38:52.006718219 America/New_York,ESM9,1628211,1943336
5656,2019-03-12,2019-03-12 09:38:52.006718219 America/New_York,ESU9,7459,750
5657,2019-03-12,2019-03-12 09:38:52.006718219 America/New_York,ESZ9,604,2
5658,2019-03-13,2019-03-12 22:15:35.865353159 America/New_York,ESH0,2082,2
5659,2019-03-13,2019-03-12 22:15:35.865353159 America/New_York,ESH9,833549,958317
5660,2019-03-13,2019-03-12 22:15:35.865353159 America/New_York,ESM9,2061183,1789055
5661,2019-03-13,2019-03-12 22:15:35.865353159 America/New_York,ESU9,8725,2107
5662,2019-03-13,2019-03-12 22:15:35.865353159 America/New_York,ESZ9,607,28
5663,2019-03-13,2019-03-13 09:34:40.373068251 America/New_York,ESH0,2082,2
5664,2019-03-13,2019-03-13 09:34:40.373068251 America/New_York,ESH9,788135,958317
5665,2019-03-13,2019-03-13 09:34:40.373068251 America/New_York,ESM9,2080108,1789055
5666,2019-03-13,2019-03-13 09:34:40.373068251 America/New_York,ESU9,8725,2107
5667,2019-03-13,2019-03-13 09:34:40.373068251 America/New_York,ESZ9,607,28
5668,2019-03-14,2019-03-13 21:29:44.699311443 America/New_York,ESH0,2082,1
5669,2019-03-14,2019-03-13 21:29:44.699311443 America/New_York,ESH9,612603,583009
5670,2019-03-14,2019-03-13 21:29:44.699311443 America/New_York,ESM9,2303821,1630657
5671,2019-03-14,2019-03-13 21:29:44.699311443 America/New_York,ESU9,8631,651
5672,2019-03-14,2019-03-13 21:29:44.699311443 America/New_York,ESZ9,1009,18
5673,2019-03-14,2019-03-14 09:33:58.404629015 America/New_York,ESH0,2082,1
5674,2019-03-14,2019-03-14 09:33:58.404629015 America/New_York,ESH9,605217,583009
5675,2019-03-14,2019-03-14 09:33:58.404629015 America/New_York,ESM9,2303495,1630657
5676,2019-03-14,2019-03-14 09:33:58.404629015 America/New_York,ESU9,8631,651
5677,2019-03-14,2019-03-14 09:33:58.404629015 America/New_York,ESZ9,976,18
5678,2019-03-15,2019-03-14 20:55:16.117957369 America/New_York,ESH0,2082,0
5679,2019-03-15,2019-03-14 20:55:16.117957369 America/New_York,ESH9,549109,330522
5680,2019-03-15,2019-03-14 20:55:16.117957369 America/New_York,ESM9,2371731,1247105
5681,2019-03-15,2019-03-14 20:55:16.117957369 America/New_York,ESU9,9029,728
5682,2019-03-15,2019-03-14 20:55:16.117957369 America/New_York,ESZ9,976,8
5683,2019-03-15,2019-03-15 09:19:11.162762233 America/New_York,ESH0,2082,0
5684,2019-03-15,2019-03-15 09:19:11.162762233 America/New_York,ESH9,544351,330522
5685,2019-03-15,2019-03-15 09:19:11.162762233 America/New_York,ESM9,2367504,1247105
5686,2019-03-15,2019-03-15 09:19:11.162762233 America/New_York,ESU9,9029,728
5687,2019-03-15,2019-03-15 09:19:11.162762233 America/New_York,ESZ9,976,8
5688,2019-03-18,2019-03-18 09:21:05.202941433 America/New_York,ESH0,2083,6
5689,2019-03-18,2019-03-18 09:21:05.202941433 America/New_York,ESM9,2417944,1382358
5690,2019-03-18,2019-03-18 09:21:05.202941433 America/New_York,ESU9,9037,642
5691,2019-03-18,2019-03-18 09:21:05.202941433 America/New_York,ESZ9,982,27
5692,2019-03-19,2019-03-18 21:20:16.577277847 America/New_York,ESH0,2085,7
5693,2019-03-19,2019-03-18 21:20:16.577277847 America/New_York,ESM9,2432109,1036540
5694,2019-03-19,2019-03-18 21:20:16.577277847 America/New_York,ESU9,9266,1044
5695,2019-03-19,2019-03-18 21:20:16.577277847 America/New_York,ESZ9,986,15
5696,2019-03-19,2019-03-19 09:39:22.946374819 America/New_York,ESH0,2085,7
5697,2019-03-19,2019-03-19 09:39:22.946374819 America/New_York,ESM9,2435313,1036540
5698,2019-03-19,2019-03-19 09:39:22.946374819 America/New_York,ESU9,9266,1044
5699,2019-03-19,2019-03-19 09:39:22.946374819 America/New_York,ESZ9,986,15
5700,2019-03-20,2019-03-19 21:12:27.771818705 America/New_York,ESH0,2487,15
5701,2019-03-20,2019-03-19 21:12:27.771818705 America/New_York,ESM9,2479893,1497577
5702,2019-03-20,2019-03-19 21:12:27.771818705 America/New_York,ESU9,9904,1669
5703,2019-03-20,2019-03-19 21:12:27.771818705 America/New_York,ESZ9,987,43
5704,2019-03-20,2019-03-20 09:19:24.059670449 America/New_York,ESH0,2487,15
5705,2019-03-20,2019-03-20 09:19:24.059670449 America/New_York,ESM9,2485162,1497577
5706,2019-03-20,2019-03-20 09:19:24.059670449 America/New_York,ESU9,9904,1669
5707,2019-03-20,2019-03-20 09:19:24.059670449 America/New_York,ESZ9,987,43
5708,2019-03-21,2019-03-20 21:52:35.458727613 America/New_York,ESH0,2487,0
5709,2019-03-21,2019-03-20 21:52:35.458727613 America/New_York,ESM9,2483930,1693207
5710,2019-03-21,2019-03-20 21:52:35.458727613 America/New_York,ESU9,10957,2276
5711,2019-03-21,2019-03-20 21:52:35.458727613 America/New_York,ESZ9,1037,108
5712,2019-03-21,2019-03-21 09:19:08.598944307 America/New_York,ESH0,2487,0
5713,2019-03-21,2019-03-21 09:19:08.598944307 America/New_York,ESM9,2487480,1693207
5714,2019-03-21,2019-03-21 09:19:08.598944307 America/New_York,ESU9,10954,2276
5715,2019-03-21,2019-03-21 09:19:08.598944307 America/New_York,ESZ9,1037,108
5716,2019-03-22,2019-03-21 21:17:04.549692311 America/New_York,ESH0,2488,1
5717,2019-03-22,2019-03-21 21:17:04.549692311 America/New_York,ESM9,2484020,1657949
5718,2019-03-22,2019-03-21 21:17:04.549692311 America/New_York,ESU9,11062,1371
5719,2019-03-22,2019-03-21 21:17:04.549692311 America/New_York,ESZ9,1151,235
5720,2019-03-22,2019-03-22 09:20:23.796308563 America/New_York,ESH0,2488,1
5721,2019-03-22,2019-03-22 09:20:23.796308563 America/New_York,ESM9,2486193,1657949
5722,2019-03-22,2019-03-22 09:20:23.796308563 America/New_York,ESU9,11062,1371
5723,2019-03-22,2019-03-22 09:20:23.796308563 America/New_York,ESZ9,1151,235
5724,2019-03-24,2019-03-24 13:30:24.045834071 America/New_York,ESH0,2486,3
5725,2019-03-24,2019-03-24 13:30:24.045834071 America/New_York,ESM9,2457679,2254842
5726,2019-03-24,2019-03-24 13:30:24.045834071 America/New_York,ESU9,13758,5668
5727,2019-03-24,2019-03-24 13:30:24.045834071 America/New_York,ESZ9,1579,772
5728,2019-03-25,2019-03-25 09:20:09.967663311 America/New_York,ESH0,2486,3
5729,2019-03-25,2019-03-25 09:20:09.967663311 America/New_York,ESM9,2459994,2254842
5730,2019-03-25,2019-03-25 09:20:09.967663311 America/New_York,ESU9,13756,5668
5731,2019-03-25,2019-03-25 09:20:09.967663311 America/New_York,ESZ9,1579,772
5732,2019-03-26,2019-03-25 21:04:11.804819905 America/New_York,ESH0,2483,5
5733,2019-03-26,2019-03-25 21:04:11.804819905 America/New_York,ESM0,1,2
5734,2019-03-26,2019-03-25 21:04:11.804819905 America/New_York,ESM9,2480442,1801326
5735,2019-03-26,2019-03-25 21:04:11.804819905 America/New_York,ESU9,14912,3397
5736,2019-03-26,2019-03-25 21:04:11.804819905 America/New_York,ESZ9,1785,597
5737,2019-03-26,2019-03-26 09:19:30.270286315 America/New_York,ESH0,2483,5
5738,2019-03-26,2019-03-26 09:19:30.270286315 America/New_York,ESM0,1,2
5739,2019-03-26,2019-03-26 09:19:30.270286315 America/New_York,ESM9,2484528,1801326
5740,2019-03-26,2019-03-26 09:19:30.270286315 America/New_York,ESU9,14912,3397
